tournament,date,series,court,surface,round,best_of,p1,p1_utr,p2,p2_utr,winner,rank1,rank2,pts1,pts2,odd1,odd2,score
Australian Open,1/17/2014,Grand Slam,Outdoor,Hard,3rd Round,5,Robredo T.,UR,Gasquet R.,UR,Robredo T.,18,9,1810,3140,2.62,1.44,2-6 7-5 6-4 7-6
Australian Open,1/17/2014,Grand Slam,Outdoor,Hard,3rd Round,5,Querrey S.,15.32,Fognini F.,15.37,Fognini F.,51,16,915,1930,1.5,2.5,5-7 4-6 4-6
Australian Open,1/17/2014,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,14.24,Istomin D.,UR,Djokovic N.,2,49,12260,945,1.01,26.0,6-3 6-3 7-5
Australian Open,1/18/2014,Grand Slam,Outdoor,Hard,3rd Round,5,Klizan M.,14.76,Robert S.,UR,Robert S.,106,119,518,479,1.66,2.2,0-6 6-7 4-6
Australian Open,1/18/2014,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,UR,Gabashvili T.,UR,Federer R.,6,79,4355,651,1.03,14.0,6-2 6-2 6-3
Australian Open,1/18/2014,Grand Slam,Outdoor,Hard,3rd Round,5,Raonic M.,15.84,Dimitrov G.,15.65,Dimitrov G.,11,22,2860,1460,1.72,2.1,3-6 6-3 4-6 6-7
Australian Open,1/18/2014,Grand Slam,Outdoor,Hard,3rd Round,5,Bautista R.,UR,Paire B.,15.2,Bautista R.,62,28,750,1300,1.44,2.75,6-2 6-1 6-4
Australian Open,1/18/2014,Grand Slam,Outdoor,Hard,3rd Round,5,Lopez F.,UR,Murray A.,16.13,Murray A.,27,4,1310,5560,6.5,1.11,6-7 4-6 2-6
Australian Open,1/18/2014,Grand Slam,Outdoor,Hard,3rd Round,5,Tsonga J.W.,UR,Simon G.,7.35,Tsonga J.W.,10,19,3065,1790,1.14,5.5,7-6 6-4 6-2
Australian Open,1/18/2014,Grand Slam,Outdoor,Hard,3rd Round,5,Young D.,14.43,Nishikori K.,16.02,Nishikori K.,91,17,595,1915,6.0,1.12,5-7 1-6 0-6
Australian Open,1/18/2014,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,UR,Monfils G.,UR,Nadal R.,1,32,13130,1245,1.08,8.0,6-1 6-2 6-3
Australian Open,1/19/2014,Grand Slam,Outdoor,Hard,4th Round,5,Mayer F.,15.39,Ferrer D.,UR,Ferrer D.,37,3,1110,5640,4.0,1.25,7-6 5-7 2-6 1-6
Australian Open,1/19/2014,Grand Slam,Outdoor,Hard,4th Round,5,Djokovic N.,14.24,Fognini F.,15.37,Djokovic N.,2,16,12260,1930,1.01,26.0,6-3 6-0 6-2
Australian Open,1/19/2014,Grand Slam,Outdoor,Hard,4th Round,5,Anderson K.,14.38,Berdych T.,UR,Berdych T.,21,7,1580,4180,7.0,1.1,2-6 2-6 3-6
Australian Open,1/19/2014,Grand Slam,Outdoor,Hard,4th Round,5,Wawrinka S.,UR,Robredo T.,UR,Wawrinka S.,8,18,3890,1810,1.33,3.4,6-3 7-6 7-6
Australian Open,1/20/2014,Grand Slam,Outdoor,Hard,4th Round,5,Bautista R.,UR,Dimitrov G.,15.65,Dimitrov G.,62,22,750,1460,2.5,1.53,3-6 6-3 2-6 4-6
Australian Open,1/20/2014,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,UR,Nishikori K.,16.02,Nadal R.,1,17,13130,1915,1.02,17.0,7-6 7-5 7-6
Australian Open,1/20/2014,Grand Slam,Outdoor,Hard,4th Round,5,Robert S.,UR,Murray A.,16.13,Murray A.,119,4,479,5560,26.0,1.01,1-6 2-6 7-6 2-6
Australian Open,1/20/2014,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,UR,Tsonga J.W.,UR,Federer R.,6,10,4355,3065,1.57,2.37,6-3 7-5 6-4
Australian Open,1/21/2014,Grand Slam,Outdoor,Hard,Quarterfinals,5,Ferrer D.,UR,Berdych T.,UR,Berdych T.,3,7,5640,4180,2.37,1.57,1-6 4-6 6-2 4-6
Australian Open,1/21/2014,Grand Slam,Outdoor,Hard,Quarterfinals,5,Wawrinka S.,UR,Djokovic N.,14.24,Wawrinka S.,8,2,3890,12260,9.0,1.07,2-6 6-4 6-2 3-6 9-7
Australian Open,1/22/2014,Grand Slam,Outdoor,Hard,Quarterfinals,5,Dimitrov G.,15.65,Nadal R.,UR,Nadal R.,22,1,1460,13130,7.0,1.1,6-3 6-7 6-7 2-6
Australian Open,1/22/2014,Grand Slam,Outdoor,Hard,Quarterfinals,5,Federer R.,UR,Murray A.,16.13,Federer R.,6,4,4355,5560,1.66,2.2,6-3 6-4 6-7 6-3
Australian Open,1/23/2014,Grand Slam,Outdoor,Hard,Semifinals,5,Berdych T.,UR,Wawrinka S.,UR,Wawrinka S.,7,8,4180,3890,2.2,1.66,3-6 7-6 6-7 6-7
Australian Open,1/24/2014,Grand Slam,Outdoor,Hard,Semifinals,5,Nadal R.,UR,Federer R.,UR,Nadal R.,1,6,13130,4355,1.57,2.37,7-6 6-3 6-3
Australian Open,1/26/2014,Grand Slam,Outdoor,Hard,The Final,5,Nadal R.,UR,Wawrinka S.,UR,Wawrinka S.,1,8,13130,3890,1.14,5.5,3-6 2-6 6-3 3-6
Open Sud de France,2/4/2014,ATP250,Indoor,Hard,1st Round,3,Istomin D.,UR,Ilhan M.,13.83,Istomin D.,43,188,990,268,1.16,5.0,6-4 7-5
Open Sud de France,2/4/2014,ATP250,Indoor,Hard,1st Round,3,Millot V.,UR,Mannarino A.,15.33,Mannarino A.,203,72,240,702,3.0,1.36,4-6 4-6
Open Sud de France,2/4/2014,ATP250,Indoor,Hard,1st Round,3,Gicquel M.,UR,Llodra M.,UR,Gicquel M.,127,105,440,541,3.0,1.36,6-4 7-6
Open Sud de France,2/4/2014,ATP250,Indoor,Hard,1st Round,3,De Schepper K.,15.13,Olivetti A.,14.57,Olivetti A.,82,249,652,186,1.61,2.2,6-4 6-7 4-6
Open Sud de France,2/4/2014,ATP250,Indoor,Hard,1st Round,3,Herbert P.H.,UR,Artunedo Martinavarro A.,14.09,Herbert P.H.,160,340,331,126,1.33,3.25,6-4 6-3
Open Sud de France,2/5/2014,ATP250,Indoor,Hard,1st Round,3,Kamke T.,UR,Sousa J.,15.27,Sousa J.,89,50,616,890,1.5,2.5,6-3 1-6 4-6
Open Sud de France,2/5/2014,ATP250,Indoor,Hard,1st Round,3,Monfils G.,UR,Kubot L.,UR,Monfils G.,30,75,1245,686,1.12,6.0,6-4 4-6 6-3
Open Sud de France,2/5/2014,ATP250,Indoor,Hard,1st Round,3,Gabashvili T.,UR,Brown D.,UR,Brown D.,64,104,731,543,1.9,1.8,6-4 1-6 6-7
Open Sud de France,2/5/2014,ATP250,Indoor,Hard,1st Round,3,Davydenko N.,14.44,Benneteau J.,UR,Davydenko N.,60,39,760,1045,2.75,1.4,7-6 7-5
Open Sud de France,2/5/2014,ATP250,Indoor,Hard,1st Round,3,Przysiezny M.,UR,Roger-Vasselin E.,UR,Roger-Vasselin E.,57,38,775,1083,3.4,1.3,6-7 3-6
Open Sud de France,2/6/2014,ATP250,Indoor,Hard,2nd Round,3,Istomin D.,UR,Tursunov D.,UR,Istomin D.,43,28,990,1314,1.66,2.1,7-5 6-4
Open Sud de France,2/6/2014,ATP250,Indoor,Hard,2nd Round,3,Herbert P.H.,UR,Nieminen J.,UR,Nieminen J.,160,36,331,1090,2.5,1.5,6-7 6-7
Open Sud de France,2/6/2014,ATP250,Indoor,Hard,2nd Round,3,Gicquel M.,UR,Simon G.,7.35,Gicquel M.,127,20,440,1700,3.75,1.25,7-6 6-3
Open Sud de France,2/6/2014,ATP250,Indoor,Hard,2nd Round,3,Davydenko N.,14.44,Olivetti A.,14.57,Olivetti A.,60,249,760,186,1.36,3.0,6-7 7-6 5-7
Open Sud de France,2/6/2014,ATP250,Indoor,Hard,2nd Round,3,Monfils G.,UR,Sousa J.,15.27,Monfils G.,30,50,1245,890,1.2,4.33,6-3 6-2
Open Sud de France,2/6/2014,ATP250,Indoor,Hard,2nd Round,3,Brown D.,UR,Roger-Vasselin E.,UR,Roger-Vasselin E.,104,38,543,1083,3.4,1.3,3-6 4-6
Open Sud de France,2/6/2014,ATP250,Indoor,Hard,2nd Round,3,Gasquet R.,UR,Mathieu P.H.,UR,Gasquet R.,9,140,3050,392,1.14,5.5,6-1 6-3
Open Sud de France,2/6/2014,ATP250,Indoor,Hard,2nd Round,3,Mannarino A.,15.33,Janowicz J.,15.46,Janowicz J.,72,21,702,1615,2.87,1.38,6-7 3-6
Open Sud de France,2/7/2014,ATP250,Indoor,Hard,Quarterfinals,3,Nieminen J.,UR,Gicquel M.,UR,Nieminen J.,36,127,1090,440,1.44,2.62,6-3 3-6 7-6
Open Sud de France,2/7/2014,ATP250,Indoor,Hard,Quarterfinals,3,Istomin D.,UR,Monfils G.,UR,Monfils G.,43,30,990,1245,3.25,1.33,4-6 4-6
Open Sud de France,2/7/2014,ATP250,Indoor,Hard,Quarterfinals,3,Janowicz J.,15.46,Roger-Vasselin E.,UR,Janowicz J.,21,38,1615,1083,1.53,2.37,6-2 6-4
Open Sud de France,2/7/2014,ATP250,Indoor,Hard,Quarterfinals,3,Olivetti A.,14.57,Gasquet R.,UR,Gasquet R.,249,9,186,3050,9.0,1.07,4-6 2-6
Open Sud de France,2/8/2014,ATP250,Indoor,Hard,Semifinals,3,Monfils G.,UR,Nieminen J.,UR,Monfils G.,30,36,1245,1090,1.16,5.0,6-2 3-6 6-1
Open Sud de France,2/8/2014,ATP250,Indoor,Hard,Semifinals,3,Janowicz J.,15.46,Gasquet R.,UR,Gasquet R.,21,9,1615,3050,2.62,1.5,6-7 6-7
Open Sud de France,2/9/2014,ATP250,Indoor,Hard,The Final,3,Monfils G.,UR,Gasquet R.,UR,Monfils G.,30,9,1245,3050,2.1,1.72,6-4 6-4
Royal Guard Open Chile,2/3/2014,ATP250,Outdoor,Clay,1st Round,3,Haider-Maurer A.,UR,Mayer L.,15.39,Mayer L.,111,91,521,614,2.87,1.38,5-7 5-7
Royal Guard Open Chile,2/4/2014,ATP250,Outdoor,Clay,1st Round,3,Garcia-Lopez G.,UR,Reister J.,UR,Garcia-Lopez G.,56,96,836,587,1.33,3.25,3-6 6-4 6-4
Royal Guard Open Chile,2/4/2014,ATP250,Outdoor,Clay,1st Round,3,Robert S.,UR,Bedene A.,15.43,Bedene A.,84,109,627,528,1.83,1.83,6-2 3-6 3-6
Royal Guard Open Chile,2/4/2014,ATP250,Outdoor,Clay,1st Round,3,Delbonis F.,15.46,Cuevas P.,UR,Delbonis F.,61,224,756,215,1.72,2.0,6-3 6-4
Royal Guard Open Chile,2/4/2014,ATP250,Outdoor,Clay,1st Round,3,Gonzalez A.,10.06,Lorenzi P.,UR,Lorenzi P.,76,107,676,537,2.25,1.57,2-6 1-6
Royal Guard Open Chile,2/4/2014,ATP250,Outdoor,Clay,1st Round,3,Alund M.,UR,Ramos A.,15.42,Alund M.,133,86,404,626,2.2,1.61,6-3 6-4
Royal Guard Open Chile,2/4/2014,ATP250,Outdoor,Clay,1st Round,3,Volandri F.,UR,Carreno-Busta P.,UR,Carreno-Busta P.,74,65,694,731,2.2,1.61,0-6 6-3 1-6
Royal Guard Open Chile,2/4/2014,ATP250,Outdoor,Clay,1st Round,3,Daniel T.,14.9,Bellucci T.,11.24,Daniel T.,226,125,213,450,4.33,1.2,6-3 6-3
Royal Guard Open Chile,2/4/2014,ATP250,Outdoor,Clay,1st Round,3,Ramirez-Hidalgo R.,UR,Giraldo S.,15.1,Giraldo S.,173,71,304,703,2.62,1.44,4-6 2-6
Royal Guard Open Chile,2/4/2014,ATP250,Outdoor,Clay,1st Round,3,Gimeno-Traver D.,UR,Dolgopolov O.,15.44,Gimeno-Traver D.,85,52,627,860,2.5,1.5,7-6 3-6 7-5
Royal Guard Open Chile,2/5/2014,ATP250,Outdoor,Clay,1st Round,3,Lama G.,UR,Zeballos H.,UR,Zeballos H.,289,67,155,730,5.0,1.16,3-6 3-6
Royal Guard Open Chile,2/6/2014,ATP250,Outdoor,Clay,1st Round,3,Chardy J.,15.38,Garin C.,15.25,Chardy J.,44,379,985,106,1.16,5.0,7-5 6-0
Royal Guard Open Chile,2/5/2014,ATP250,Outdoor,Clay,2nd Round,3,Robredo T.,UR,Mayer L.,15.39,Mayer L.,16,91,1980,614,1.36,3.0,6-3 6-7 4-6
Royal Guard Open Chile,2/5/2014,ATP250,Outdoor,Clay,2nd Round,3,Garcia-Lopez G.,UR,Lorenzi P.,UR,Garcia-Lopez G.,56,107,836,537,1.66,2.1,3-6 7-5 6-4
Royal Guard Open Chile,2/5/2014,ATP250,Outdoor,Clay,2nd Round,3,Granollers M.,14.62,Giraldo S.,15.1,Giraldo S.,225,71,214,703,1.8,1.9,6-7 6-7
Royal Guard Open Chile,2/6/2014,ATP250,Outdoor,Clay,2nd Round,3,Almagro N.,UR,Alund M.,UR,Almagro N.,18,133,1930,404,1.2,4.33,4-6 6-3 6-4
Royal Guard Open Chile,2/6/2014,ATP250,Outdoor,Clay,2nd Round,3,Delbonis F.,15.46,Daniel T.,14.9,Daniel T.,61,226,756,213,1.3,3.4,6-1 6-7 6-7
Royal Guard Open Chile,2/6/2014,ATP250,Outdoor,Clay,2nd Round,3,Gimeno-Traver D.,UR,Zeballos H.,UR,Gimeno-Traver D.,85,67,627,730,1.83,1.83,6-2 6-4
Royal Guard Open Chile,2/6/2014,ATP250,Outdoor,Clay,2nd Round,3,Carreno-Busta P.,UR,Chardy J.,15.38,Chardy J.,65,44,731,985,2.37,1.53,3-6 6-7
Royal Guard Open Chile,2/6/2014,ATP250,Outdoor,Clay,2nd Round,3,Fognini F.,15.37,Bedene A.,15.43,Fognini F.,15,109,2100,528,1.18,4.5,6-4 7-6
Royal Guard Open Chile,2/7/2014,ATP250,Outdoor,Clay,Quarterfinals,3,Garcia-Lopez G.,UR,Giraldo S.,15.1,Giraldo S.,56,71,836,703,2.2,1.61,6-3 4-6 2-6
Royal Guard Open Chile,2/7/2014,ATP250,Outdoor,Clay,Quarterfinals,3,Mayer L.,15.39,Gimeno-Traver D.,UR,Mayer L.,91,85,614,627,1.72,2.0,3-6 7-5 6-3
Royal Guard Open Chile,2/7/2014,ATP250,Outdoor,Clay,Quarterfinals,3,Chardy J.,15.38,Fognini F.,15.37,Fognini F.,44,15,985,2100,3.0,1.36,4-6 6-3 2-6
Royal Guard Open Chile,2/7/2014,ATP250,Outdoor,Clay,Quarterfinals,3,Almagro N.,UR,Daniel T.,14.9,Almagro N.,18,226,1930,213,1.1,7.0,6-2 7-5
Royal Guard Open Chile,2/8/2014,ATP250,Outdoor,Clay,Semifinals,3,Giraldo S.,15.1,Mayer L.,15.39,Mayer L.,71,91,703,614,2.1,1.72,6-7 3-6
Royal Guard Open Chile,2/8/2014,ATP250,Outdoor,Clay,Semifinals,3,Fognini F.,15.37,Almagro N.,UR,Fognini F.,15,18,2100,1930,1.72,2.1,6-4 1-6 7-6
Royal Guard Open Chile,2/9/2014,ATP250,Outdoor,Clay,The Final,3,Mayer L.,15.39,Fognini F.,15.37,Fognini F.,91,15,614,2100,4.33,1.22,2-6 4-6
PBZ Zagreb Indoors,2/3/2014,ATP250,Indoor,Hard,1st Round,3,Cilic M.,15.75,Delic M.,14.48,Cilic M.,37,370,1085,110,1.03,15.0,6-4 6-4
PBZ Zagreb Indoors,2/3/2014,ATP250,Indoor,Hard,1st Round,3,Huta Galung J.,UR,Becker B.,UR,Becker B.,92,93,609,602,2.5,1.5,7-6 3-6 6-7
PBZ Zagreb Indoors,2/4/2014,ATP250,Indoor,Hard,1st Round,3,Lajovic D.,15.07,Krstin P.,14.51,Lajovic D.,101,373,547,109,1.4,2.75,6-2 6-3
PBZ Zagreb Indoors,2/4/2014,ATP250,Indoor,Hard,1st Round,3,Pavic A.,14.46,Phau B.,UR,Phau B.,229,358,210,117,1.9,1.8,3-6 4-6
PBZ Zagreb Indoors,2/4/2014,ATP250,Indoor,Hard,1st Round,3,Berrer M.,UR,Coric B.,15.36,Berrer M.,148,303,360,147,1.16,5.0,6-4 3-6 6-4
PBZ Zagreb Indoors,2/4/2014,ATP250,Indoor,Hard,1st Round,3,Struff J.L.,UR,Lacko L.,15.16,Lacko L.,119,102,481,547,2.0,1.72,4-6 4-6
PBZ Zagreb Indoors,2/4/2014,ATP250,Indoor,Hard,1st Round,3,Karlovic I.,UR,Brands D.,UR,Karlovic I.,79,68,667,719,1.8,1.9,6-7 7-5 7-6
PBZ Zagreb Indoors,2/5/2014,ATP250,Indoor,Hard,1st Round,3,Hajek J.,UR,Evans D.,15.45,Evans D.,106,147,540,362,2.25,1.57,3-6 1-6
PBZ Zagreb Indoors,2/5/2014,ATP250,Indoor,Hard,1st Round,3,Sela D.,9.56,Rosol L.,UR,Sela D.,78,49,671,911,2.37,1.53,6-3 7-6
PBZ Zagreb Indoors,2/5/2014,ATP250,Indoor,Hard,1st Round,3,Stakhovsky S.,UR,Kuznetsov An.,UR,Kuznetsov An.,83,142,636,382,1.36,3.0,4-6 6-7
PBZ Zagreb Indoors,2/5/2014,ATP250,Indoor,Hard,1st Round,3,Golubev A.,3.94,Hanescu V.,UR,Golubev A.,87,73,620,700,1.66,2.1,7-6 4-6 7-6
PBZ Zagreb Indoors,2/5/2014,ATP250,Indoor,Hard,1st Round,3,Kavcic B.,15.02,Sijsling I.,14.4,Sijsling I.,112,63,514,740,2.5,1.5,7-6 3-6 4-6
PBZ Zagreb Indoors,2/5/2014,ATP250,Indoor,Hard,2nd Round,3,Cilic M.,15.75,Lajovic D.,15.07,Cilic M.,37,101,1085,547,1.1,7.0,6-4 7-5
PBZ Zagreb Indoors,2/6/2014,ATP250,Indoor,Hard,2nd Round,3,Lacko L.,15.16,Sela D.,9.56,Sela D.,102,78,547,671,1.8,1.9,3-6 2-6
PBZ Zagreb Indoors,2/6/2014,ATP250,Indoor,Hard,2nd Round,3,Phau B.,UR,Youzhny M.,UR,Phau B.,358,14,117,2145,5.0,1.16,4-6 7-5 6-1
PBZ Zagreb Indoors,2/6/2014,ATP250,Indoor,Hard,2nd Round,3,Berrer M.,UR,Evans D.,15.45,Evans D.,148,147,360,362,1.5,2.5,6-1 1-6 6-7
PBZ Zagreb Indoors,2/6/2014,ATP250,Indoor,Hard,2nd Round,3,Kohlschreiber P.,UR,Golubev A.,3.94,Kohlschreiber P.,27,87,1330,620,1.3,3.4,6-4 6-2
PBZ Zagreb Indoors,2/6/2014,ATP250,Indoor,Hard,2nd Round,3,Sijsling I.,14.4,Kuznetsov An.,UR,Kuznetsov An.,63,142,740,382,1.4,2.75,6-1 3-6 6-7
PBZ Zagreb Indoors,2/6/2014,ATP250,Indoor,Hard,2nd Round,3,Dodig I.,UR,Karlovic I.,UR,Dodig I.,34,79,1145,667,1.8,1.9,7-6 6-3
PBZ Zagreb Indoors,2/6/2014,ATP250,Indoor,Hard,2nd Round,3,Becker B.,UR,Haas T.,UR,Haas T.,93,12,602,2435,2.62,1.44,6-4 3-6 3-6
PBZ Zagreb Indoors,2/7/2014,ATP250,Indoor,Hard,Quarterfinals,3,Phau B.,UR,Sela D.,9.56,Phau B.,358,78,117,671,2.75,1.4,6-4 6-3
PBZ Zagreb Indoors,2/7/2014,ATP250,Indoor,Hard,Quarterfinals,3,Dodig I.,UR,Cilic M.,15.75,Cilic M.,34,37,1145,1085,2.5,1.5,5-7 4-6
PBZ Zagreb Indoors,2/7/2014,ATP250,Indoor,Hard,Quarterfinals,3,Evans D.,15.45,Kohlschreiber P.,UR,Evans D.,147,27,362,1330,5.0,1.16,6-4 2-6 6-4
PBZ Zagreb Indoors,2/7/2014,ATP250,Indoor,Hard,Quarterfinals,3,Kuznetsov An.,UR,Haas T.,UR,Haas T.,142,12,382,2435,4.5,1.18,6-7 4-6
PBZ Zagreb Indoors,2/8/2014,ATP250,Indoor,Hard,Semifinals,3,Cilic M.,15.75,Phau B.,UR,Cilic M.,37,358,1085,117,1.1,7.0,6-3 6-4
PBZ Zagreb Indoors,2/8/2014,ATP250,Indoor,Hard,Semifinals,3,Evans D.,15.45,Haas T.,UR,Haas T.,147,12,362,2435,3.5,1.3,7-5 4-6 3-6
PBZ Zagreb Indoors,2/9/2014,ATP250,Indoor,Hard,The Final,3,Cilic M.,15.75,Haas T.,UR,Cilic M.,37,12,1085,2435,1.5,2.62,6-3 6-4
Copa Claro,2/10/2014,ATP250,Outdoor,Clay,1st Round,3,Bedene A.,15.43,Granollers M.,14.62,Granollers M.,103,231,548,211,2.37,1.53,5-7 6-3 2-6
Copa Claro,2/10/2014,ATP250,Outdoor,Clay,1st Round,3,Pella G.,15.56,Garcia-Lopez G.,UR,Pella G.,108,52,513,861,2.37,1.53,7-6 6-4
Copa Claro,2/10/2014,ATP250,Outdoor,Clay,1st Round,3,Sousa J.,15.27,Berlocq C.,UR,Berlocq C.,49,48,907,915,3.5,1.28,4-6 2-6
Copa Claro,2/11/2014,ATP250,Outdoor,Clay,1st Round,3,Andujar P.,UR,Delbonis F.,15.46,Andujar P.,43,63,981,744,2.25,1.57,3-6 7-5 6-1
Copa Claro,2/11/2014,ATP250,Outdoor,Clay,1st Round,3,Carreno-Busta P.,UR,Robredo T.,UR,Robredo T.,65,17,733,1960,3.75,1.25,4-6 4-6
Copa Claro,2/11/2014,ATP250,Outdoor,Clay,1st Round,3,Mayer L.,15.39,Arguello F.,14.87,Mayer L.,58,112,764,500,1.5,2.5,6-3 6-4
Copa Claro,2/11/2014,ATP250,Outdoor,Clay,1st Round,3,Reister J.,UR,Fognini F.,15.37,Fognini F.,94,14,587,2260,6.0,1.12,5-7 2-6
Copa Claro,2/11/2014,ATP250,Outdoor,Clay,1st Round,3,Haase R.,15.06,Alund M.,UR,Haase R.,46,131,932,430,1.8,1.9,6-4 6-7 6-3
Copa Claro,2/11/2014,ATP250,Outdoor,Clay,1st Round,3,Montanes A.,UR,Giraldo S.,15.1,Giraldo S.,61,57,746,773,2.75,1.4,6-7 2-6
Copa Claro,2/11/2014,ATP250,Outdoor,Clay,1st Round,3,Volandri F.,UR,Garin C.,15.25,Volandri F.,77,439,683,86,1.44,2.62,5-7 6-0 6-3
Copa Claro,2/11/2014,ATP250,Outdoor,Clay,1st Round,3,Gonzalez M.,10.06,Ferrer D.,UR,Ferrer D.,160,5,332,5280,11.0,1.05,6-7 4-6
Copa Claro,2/12/2014,ATP250,Outdoor,Clay,1st Round,3,Ramos A.,15.42,Monaco J.,UR,Ramos A.,92,42,598,1000,3.25,1.33,6-7 6-4 6-2
Copa Claro,2/12/2014,ATP250,Outdoor,Clay,1st Round,3,Gonzalez A.,10.06,Chardy J.,15.38,Chardy J.,78,45,676,940,4.5,1.18,4-6 5-7
Copa Claro,2/12/2014,ATP250,Outdoor,Clay,1st Round,3,Dolgopolov O.,15.44,Cuevas P.,UR,Dolgopolov O.,53,230,860,215,1.33,3.25,6-3 4-6 7-6
Copa Claro,2/12/2014,ATP250,Outdoor,Clay,1st Round,3,Ramirez-Hidalgo R.,UR,Gimeno-Traver D.,UR,Gimeno-Traver D.,165,84,316,627,3.25,1.33,5-7 2-6
Copa Claro,2/12/2014,ATP250,Outdoor,Clay,1st Round,3,Almagro N.,UR,Zeballos H.,UR,Almagro N.,18,111,1930,500,1.12,6.0,6-2 7-5
Copa Claro,2/12/2014,ATP250,Outdoor,Clay,2nd Round,3,Granollers M.,14.62,Andujar P.,UR,Andujar P.,231,43,211,981,1.61,2.2,3-6 0-6
Copa Claro,2/12/2014,ATP250,Outdoor,Clay,2nd Round,3,Robredo T.,UR,Pella G.,15.56,Robredo T.,17,108,1960,513,1.18,4.5,4-6 6-1 6-4
Copa Claro,2/12/2014,ATP250,Outdoor,Clay,2nd Round,3,Mayer L.,15.39,Fognini F.,15.37,Fognini F.,58,14,764,2260,4.0,1.22,7-6 3-6 2-6
Copa Claro,2/13/2014,ATP250,Outdoor,Clay,2nd Round,3,Haase R.,15.06,Berlocq C.,UR,Haase R.,46,48,932,915,2.62,1.44,6-2 6-7 6-2
Copa Claro,2/13/2014,ATP250,Outdoor,Clay,2nd Round,3,Dolgopolov O.,15.44,Chardy J.,15.38,Chardy J.,53,45,860,940,2.25,1.57,3-6 6-3 6-7
Copa Claro,2/13/2014,ATP250,Outdoor,Clay,2nd Round,3,Almagro N.,UR,Gimeno-Traver D.,UR,Almagro N.,18,84,1930,627,1.18,4.5,1-6 7-5 6-4
Copa Claro,2/13/2014,ATP250,Outdoor,Clay,2nd Round,3,Giraldo S.,15.1,Ferrer D.,UR,Ferrer D.,57,5,773,5280,7.0,1.1,4-6 6-7
Copa Claro,2/14/2014,ATP250,Outdoor,Clay,2nd Round,3,Ramos A.,15.42,Volandri F.,UR,Ramos A.,92,77,598,683,1.53,2.37,6-2 6-1
Copa Claro,2/14/2014,ATP250,Outdoor,Clay,Quarterfinals,3,Andujar P.,UR,Fognini F.,15.37,Fognini F.,43,14,981,2260,3.5,1.28,4-6 3-6
Copa Claro,2/14/2014,ATP250,Outdoor,Clay,Quarterfinals,3,Ferrer D.,UR,Ramos A.,15.42,Ferrer D.,5,92,5280,598,1.06,8.0,6-1 6-2
Copa Claro,2/15/2014,ATP250,Outdoor,Clay,Quarterfinals,3,Chardy J.,15.38,Almagro N.,UR,Almagro N.,45,18,940,1930,3.0,1.36,6-7 3-6
Copa Claro,2/15/2014,ATP250,Outdoor,Clay,Semifinals,3,Fognini F.,15.37,Robredo T.,UR,Fognini F.,14,17,2260,1960,1.72,2.1,3-6 7-5 6-3
Copa Claro,2/15/2014,ATP250,Outdoor,Clay,Semifinals,3,Almagro N.,UR,Ferrer D.,UR,Ferrer D.,18,5,1930,5280,3.75,1.28,4-6 2-6
Copa Claro,2/16/2014,ATP250,Outdoor,Clay,The Final,3,Ferrer D.,UR,Fognini F.,15.37,Ferrer D.,5,14,5280,2260,1.36,3.25,6-4 6-3
U.S. National Indoor Tennis Championships,2/10/2014,ATP250,Indoor,Hard,1st Round,3,Matosevic M.,UR,Vesely J.,15.37,Vesely J.,55,81,856,655,1.44,2.62,3-6 2-6
U.S. National Indoor Tennis Championships,2/10/2014,ATP250,Indoor,Hard,1st Round,3,Russell M.,UR,Przysiezny M.,UR,Russell M.,98,76,561,685,2.5,1.5,3-6 6-3 6-1
U.S. National Indoor Tennis Championships,2/11/2014,ATP250,Indoor,Hard,1st Round,3,Kyrgios N.,15.81,Smyczek T.,15.06,Smyczek T.,171,102,303,549,2.0,1.72,7-6 4-6 3-6
U.S. National Indoor Tennis Championships,2/11/2014,ATP250,Indoor,Hard,1st Round,3,Karlovic I.,UR,Ebden M.,14.9,Karlovic I.,80,62,667,746,1.44,2.62,7-5 6-4
U.S. National Indoor Tennis Championships,2/11/2014,ATP250,Indoor,Hard,1st Round,3,Gabashvili T.,UR,Kukushkin M.,15.52,Kukushkin M.,66,59,731,761,2.4175,1.5600000000000005,6-7 5-7
U.S. National Indoor Tennis Championships,2/11/2014,ATP250,Indoor,Hard,1st Round,3,Baghdatis M.,UR,Ram R.,UR,Baghdatis M.,134,150,415,365,1.53,2.37,6-3 6-4
U.S. National Indoor Tennis Championships,2/11/2014,ATP250,Indoor,Hard,1st Round,3,Lacko L.,15.16,Becker B.,UR,Becker B.,101,88,552,605,1.72,2.0,3-6 2-6
U.S. National Indoor Tennis Championships,2/11/2014,ATP250,Indoor,Hard,1st Round,3,Sock J.,15.48,Mannarino A.,15.33,Sock J.,85,71,617,714,1.53,2.37,7-5 1-6 7-6
U.S. National Indoor Tennis Championships,2/11/2014,ATP250,Indoor,Hard,1st Round,3,Goffin D.,15.79,Kuznetsov Al.,UR,Kuznetsov Al.,105,141,530,394,1.36,3.0,4-6 3-6
