tournament,date,series,court,surface,round,best_of,p1,p1_utr,p2,p2_utr,winner,rank1,rank2,pts1,pts2,odd1,odd2,p1_games,p2_games,score,p_win
Mutua Madrid Open,5/8/2017,Masters 1000,Outdoor,Clay,1st Round,3,Granollers M.,14.62,Mayer F.,15.39,Mayer F.,73,51,685,901,1.28,3.5,10,14,5-7 5-7,1
Mutua Madrid Open,5/8/2017,Masters 1000,Outdoor,Clay,1st Round,3,Mannarino A.,15.56,Donaldson J.,15.35,Donaldson J.,50,78,911,655,1.53,2.37,8,13,5-7 3-6,1
Mutua Madrid Open,5/9/2017,Masters 1000,Outdoor,Clay,1st Round,3,Tomic B.,15.43,Harrison R.,14.29,Harrison R.,39,47,1015,928,1.66,2.1,13,17,5-7 6-4 2-6,1
Mutua Madrid Open,5/9/2017,Masters 1000,Outdoor,Clay,1st Round,3,Carreno Busta P.,15.65,Paire B.,15.46,Paire B.,18,52,2170,900,1.33,3.25,7,12,3-6 4-6,1
Mutua Madrid Open,5/9/2017,Masters 1000,Outdoor,Clay,1st Round,3,Coric B.,15.65,Zverev M.,15.76,Coric B.,59,31,825,1169,1.36,3.0,13,9,6-3 7-6,0
Mutua Madrid Open,5/9/2017,Masters 1000,Outdoor,Clay,2nd Round,3,Goffin D.,15.84,Mayer F.,15.39,Goffin D.,10,51,3055,901,1.07,9.0,13,6,7-6 6-0,0
Mutua Madrid Open,5/9/2017,Masters 1000,Outdoor,Clay,2nd Round,3,Copil M.,14.8,Murray A.,16.23,Murray A.,104,1,532,11270,8.0,1.08,7,12,4-6 3-6,1
Mutua Madrid Open,5/9/2017,Masters 1000,Outdoor,Clay,2nd Round,3,Thiem D.,15.87,Donaldson J.,15.35,Thiem D.,9,78,3615,655,1.08,8.0,12,7,6-3 6-4,0
Mutua Madrid Open,5/10/2017,Masters 1000,Outdoor,Clay,2nd Round,3,Harrison R.,14.29,Kyrgios N.,15.99,Kyrgios N.,47,20,928,2155,5.0,1.16,6,12,3-6 3-6,1
Mutua Madrid Open,5/10/2017,Masters 1000,Outdoor,Clay,2nd Round,3,Nishikori K.,15.91,Schwartzman D.,15.89,Nishikori K.,8,40,3650,1002,1.61,2.2,13,10,1-6 6-0 6-4,0
Mutua Madrid Open,5/10/2017,Masters 1000,Outdoor,Clay,2nd Round,3,Muller G.,14.39,Raonic M.,16.07,Raonic M.,26,6,1530,4135,3.25,1.33,8,12,4-6 4-6,1
Mutua Madrid Open,5/10/2017,Masters 1000,Outdoor,Clay,2nd Round,3,Cilic M.,15.77,Zverev A.,16.01,Zverev A.,7,19,3725,2165,1.83,1.83,14,18,7-6 3-6 4-6,1
Mutua Madrid Open,5/11/2017,Masters 1000,Outdoor,Clay,3rd Round,3,Raonic M.,16.07,Goffin D.,15.84,Goffin D.,6,10,4135,3055,1.9,1.9,6,12,4-6 2-6,1
Mutua Madrid Open,5/11/2017,Masters 1000,Outdoor,Clay,3rd Round,3,Murray A.,16.23,Coric B.,15.65,Coric B.,1,59,11270,825,1.12,6.0,6,12,3-6 3-6,1
Mutua Madrid Open,5/11/2017,Masters 1000,Outdoor,Clay,3rd Round,3,Thiem D.,15.87,Dimitrov G.,15.98,Thiem D.,9,12,3615,2820,1.5,2.62,17,16,4-6 6-4 7-6,0
Mutua Madrid Open,5/12/2017,Masters 1000,Outdoor,Clay,Quarterfinals,3,Coric B.,15.65,Thiem D.,15.87,Thiem D.,59,9,825,3615,3.5,1.3,5,12,1-6 4-6,1
Internazionali BNL d'Italia,5/14/2017,Masters 1000,Outdoor,Clay,1st Round,3,Fognini F.,15.6,Berrettini M.,15.14,Fognini F.,29,249,1270,205,1.16,5.0,12,4,6-1 6-3,0
Internazionali BNL d'Italia,5/14/2017,Masters 1000,Outdoor,Clay,1st Round,3,Vesely J.,15.3,Evans D.,15.68,Vesely J.,62,56,815,844,1.5,2.5,12,4,6-3 6-1,0
Internazionali BNL d'Italia,5/15/2017,Masters 1000,Outdoor,Clay,1st Round,3,Pouille L.,15.76,Querrey S.,15.69,Querrey S.,16,28,2330,1400,1.33,3.25,12,14,6-7 6-7,1
Internazionali BNL d'Italia,5/15/2017,Masters 1000,Outdoor,Clay,1st Round,3,Goffin D.,15.88,Bellucci T.,15.41,Goffin D.,10,59,3055,821,1.16,5.0,18,14,6-7 6-3 6-4,0
Internazionali BNL d'Italia,5/15/2017,Masters 1000,Outdoor,Clay,1st Round,3,Edmund K.,15.72,Sousa J.,15.57,Edmund K.,53,51,878,910,1.57,2.25,12,7,6-3 6-4,0
Internazionali BNL d'Italia,5/15/2017,Masters 1000,Outdoor,Clay,1st Round,3,Monteiro T.,2.38,Mayer F.,15.39,Mayer F.,98,46,543,928,1.4,2.75,6,12,4-6 2-6,1
Internazionali BNL d'Italia,5/15/2017,Masters 1000,Outdoor,Clay,1st Round,3,Donaldson J.,15.34,Harrison R.,14.29,Harrison R.,71,42,707,963,1.9,1.8,15,15,6-2 6-7 3-6,1
Internazionali BNL d'Italia,5/16/2017,Masters 1000,Outdoor,Clay,1st Round,3,Schwartzman D.,15.83,Sock J.,15.76,Sock J.,39,14,1027,2370,1.66,2.1,15,14,4-6 6-1 5-7,1
Internazionali BNL d'Italia,5/16/2017,Masters 1000,Outdoor,Clay,1st Round,3,Zverev A.,15.94,Anderson K.,14.38,Zverev A.,17,63,2300,810,1.36,3.0,16,14,6-4 4-6 6-4,0
Internazionali BNL d'Italia,5/16/2017,Masters 1000,Outdoor,Clay,1st Round,3,Simon G.,7.35,Carreno Busta P.,15.68,Carreno Busta P.,31,21,1210,2090,2.75,1.4,6,12,3-6 3-6,1
Internazionali BNL d'Italia,5/16/2017,Masters 1000,Outdoor,Clay,1st Round,3,Dolgopolov A.,15.61,Bautista Agut R.,15.63,Bautista Agut R.,89,20,585,2110,2.75,1.4,6,12,4-6 2-6,1
Internazionali BNL d'Italia,5/16/2017,Masters 1000,Outdoor,Clay,2nd Round,3,Djokovic N.,14.24,Bedene A.,15.43,Djokovic N.,2,55,6845,848,1.11,6.5,13,8,7-6 6-2,0
Internazionali BNL d'Italia,5/16/2017,Masters 1000,Outdoor,Clay,2nd Round,3,Cilic M.,15.87,Harrison R.,14.29,Cilic M.,8,42,3735,963,1.16,5.0,12,5,6-3 6-2,0
Internazionali BNL d'Italia,5/16/2017,Masters 1000,Outdoor,Clay,2nd Round,3,Murray A.,16.2,Fognini F.,15.58,Fognini F.,1,29,10360,1270,1.44,2.62,6,12,2-6 4-6,1
Internazionali BNL d'Italia,5/17/2017,Masters 1000,Outdoor,Clay,2nd Round,3,Vesely J.,15.33,Sock J.,15.76,Sock J.,62,14,815,2370,2.5,1.5,16,16,4-6 6-3 6-7,1
Internazionali BNL d'Italia,5/17/2017,Masters 1000,Outdoor,Clay,2nd Round,3,Carreno Busta P.,15.68,Bautista Agut R.,15.63,Bautista Agut R.,21,20,2090,2110,1.8,1.9,12,18,7-6 1-6 4-6,1
Internazionali BNL d'Italia,5/18/2017,Masters 1000,Outdoor,Clay,3rd Round,3,Fognini F.,15.58,Zverev A.,15.94,Zverev A.,29,17,1270,2300,2.1,1.72,6,12,3-6 3-6,1
Internazionali BNL d'Italia,5/18/2017,Masters 1000,Outdoor,Clay,3rd Round,3,Cilic M.,15.87,Goffin D.,15.88,Cilic M.,8,10,3735,3055,2.2,1.66,12,7,6-3 6-4,0
Internazionali BNL d'Italia,5/18/2017,Masters 1000,Outdoor,Clay,3rd Round,3,Bautista Agut R.,15.63,Djokovic N.,14.24,Djokovic N.,20,2,2110,6845,4.33,1.22,8,12,4-6 4-6,1
Internazionali BNL d'Italia,5/18/2017,Masters 1000,Outdoor,Clay,3rd Round,3,Querrey S.,15.69,Thiem D.,16.0,Thiem D.,28,7,1400,4035,5.5,1.14,15,16,6-3 3-6 6-7,1
Internazionali BNL d'Italia,5/19/2017,Masters 1000,Outdoor,Clay,Quarterfinals,3,Zverev A.,15.94,Raonic M.,16.12,Zverev A.,17,6,2300,4180,2.0,1.8,13,7,7-6 6-1,0
Internazionali BNL d'Italia,5/20/2017,Masters 1000,Outdoor,Clay,Semifinals,3,Djokovic N.,14.24,Thiem D.,16.0,Djokovic N.,2,7,6845,4035,1.57,2.37,12,1,6-1 6-0,0
Internazionali BNL d'Italia,5/21/2017,Masters 1000,Outdoor,Clay,The Final,3,Djokovic N.,14.24,Zverev A.,15.94,Zverev A.,2,17,6845,2300,1.16,5.0,7,12,4-6 3-6,1
Geneva Open,5/22/2017,ATP250,Outdoor,Clay,1st Round,3,Altmaier D.,14.58,Querrey S.,15.67,Querrey S.,259,28,198,1470,4.5,1.16,7,12,3-6 4-6,1
Geneva Open,5/22/2017,ATP250,Outdoor,Clay,1st Round,3,Marcora R.,14.89,Kukushkin M.,15.4,Kukushkin M.,837,88,19,610,3.75,1.25,4,12,2-6 2-6,1
Geneva Open,5/22/2017,ATP250,Outdoor,Clay,1st Round,3,Haase R.,15.06,Zverev M.,15.57,Zverev M.,46,33,948,1165,1.4,2.75,16,18,7-5 6-7 3-6,1
Geneva Open,5/23/2017,ATP250,Outdoor,Clay,2nd Round,3,Nishikori K.,15.95,Kukushkin M.,15.4,Nishikori K.,9,88,3560,610,1.11,6.5,12,7,6-4 6-3,0
Geneva Open,5/23/2017,ATP250,Outdoor,Clay,2nd Round,3,Donaldson J.,15.38,Anderson K.,14.38,Anderson K.,72,62,723,800,3.0,1.36,12,18,3-6 7-6 2-6,1
Geneva Open,5/24/2017,ATP250,Outdoor,Clay,2nd Round,3,Skugor F.,15.1,Querrey S.,15.67,Querrey S.,344,28,135,1470,4.33,1.2,5,12,2-6 3-6,1
Geneva Open,5/25/2017,ATP250,Outdoor,Clay,Quarterfinals,3,Zverev M.,15.57,Johnson S.,15.54,Zverev M.,33,26,1165,1565,2.5,1.53,13,9,6-4 7-5,0
Geneva Open,5/25/2017,ATP250,Outdoor,Clay,Quarterfinals,3,Anderson K.,14.38,Nishikori K.,15.95,Nishikori K.,62,9,800,3560,3.5,1.3,16,15,6-2 4-6 6-7,1
Geneva Open,5/26/2017,ATP250,Outdoor,Clay,Semifinals,3,Zverev M.,15.57,Nishikori K.,15.95,Zverev M.,33,9,1165,3560,4.5,1.2,15,13,6-4 3-6 6-3,0
Lyon Open,5/21/2017,ATP250,Outdoor,Clay,1st Round,3,Coric B.,15.69,Basilashvili N.,15.39,Basilashvili N.,40,71,1011,731,1.25,3.75,15,17,4-6 7-5 4-6,1
Lyon Open,5/21/2017,ATP250,Outdoor,Clay,1st Round,3,Thompson J.,15.16,Paire B.,15.56,Thompson J.,90,45,590,950,3.25,1.33,19,17,6-7 7-6 6-4,0
Lyon Open,5/22/2017,ATP250,Outdoor,Clay,1st Round,3,Chung H.,14.61,Young D.,14.43,Chung H.,68,51,749,910,1.28,3.5,12,5,6-2 6-3,0
Lyon Open,5/22/2017,ATP250,Outdoor,Clay,1st Round,3,Elias G.,15.08,Albot R.,15.14,Elias G.,125,86,455,613,1.61,2.2,14,12,2-6 6-4 6-2,0
Lyon Open,5/22/2017,ATP250,Outdoor,Clay,1st Round,3,Medvedev D.,15.94,Simon G.,7.35,Simon G.,65,32,782,1175,3.4,1.3,14,19,5-7 7-6 2-6,1
Lyon Open,5/23/2017,ATP250,Outdoor,Clay,1st Round,3,Khachanov K.,15.52,Olivo R.,14.88,Khachanov K.,54,91,860,587,1.22,4.0,12,6,6-2 6-4,0
Lyon Open,5/23/2017,ATP250,Outdoor,Clay,1st Round,3,Edmund K.,15.69,Monteiro T.,2.38,Edmund K.,50,95,911,570,1.33,3.25,14,11,2-6 6-4 6-1,0
Lyon Open,5/23/2017,ATP250,Outdoor,Clay,2nd Round,3,Kyrgios N.,15.93,Kicker N.,15.24,Kicker N.,19,94,2155,575,1.16,5.0,12,14,6-2 4-6 2-6,1
Lyon Open,5/24/2017,ATP250,Outdoor,Clay,2nd Round,3,Khachanov K.,15.52,Thompson J.,15.16,Khachanov K.,54,90,860,590,1.33,3.25,13,8,6-2 7-6,0
Lyon Open,5/24/2017,ATP250,Outdoor,Clay,2nd Round,3,Simon G.,7.35,Edmund K.,15.69,Simon G.,32,50,1175,911,1.9,1.8,16,15,3-6 7-5 6-4,0
Lyon Open,5/25/2017,ATP250,Outdoor,Clay,Quarterfinals,3,Basilashvili N.,15.3,Kicker N.,15.24,Basilashvili N.,71,94,731,575,1.57,2.37,12,4,6-3 6-1,0
Lyon Open,5/25/2017,ATP250,Outdoor,Clay,Quarterfinals,3,Raonic M.,16.07,Elias G.,15.08,Raonic M.,6,125,4360,455,1.12,6.0,12,7,6-4 6-3,0
French Open,5/28/2017,Grand Slam,Outdoor,Clay,1st Round,5,Daniel T.,14.9,Janowicz J.,15.5,Daniel T.,102,164,544,345,1.72,2.1,18,12,6-4 6-4 6-4,0
French Open,5/28/2017,Grand Slam,Outdoor,Clay,1st Round,5,Mayer F.,15.39,Carreno Busta P.,15.64,Carreno Busta P.,44,21,967,2045,8.0,1.08,8,18,4-6 2-6 2-6,1
French Open,5/28/2017,Grand Slam,Outdoor,Clay,1st Round,5,Kukushkin M.,15.4,Sandgren T.,15.32,Kukushkin M.,85,113,630,494,1.44,2.75,18,7,6-2 6-1 6-4,0
French Open,5/28/2017,Grand Slam,Outdoor,Clay,1st Round,5,Halys Q.,15.38,Trungelliti M.,15.09,Trungelliti M.,126,162,453,348,1.8,2.0,27,28,6-3 7-6 6-7 4-6 4-6,1
French Open,5/28/2017,Grand Slam,Outdoor,Clay,1st Round,5,Thiem D.,16.07,Tomic B.,15.37,Thiem D.,7,39,4145,1015,1.01,17.0,18,6,6-4 6-0 6-2,0
French Open,5/28/2017,Grand Slam,Outdoor,Clay,1st Round,5,Lajovic D.,15.41,Bellucci T.,15.4,Bellucci T.,81,61,669,827,2.5,1.53,19,23,6-4 5-7 4-6 4-6,1
French Open,5/28/2017,Grand Slam,Outdoor,Clay,1st Round,5,Haase R.,15.06,De Minaur A.,15.73,Haase R.,46,240,948,224,1.14,5.5,18,6,6-2 6-3 6-1,0
French Open,5/29/2017,Grand Slam,Outdoor,Clay,1st Round,5,Harrison R.,14.29,Bedene A.,15.43,Bedene A.,42,52,998,898,4.0,1.25,11,21,4-6 0-6 6-3 1-6,1
French Open,5/29/2017,Grand Slam,Outdoor,Clay,1st Round,5,Schwartzman D.,15.85,Rublev A.,15.23,Schwartzman D.,41,118,1005,483,1.12,6.0,27,26,0-6 6-4 6-2 6-7 9-7,0
French Open,5/29/2017,Grand Slam,Outdoor,Clay,1st Round,5,Simon G.,7.35,Basilashvili N.,15.26,Basilashvili N.,32,63,1200,811,1.44,2.75,13,19,6-1 2-6 4-6 1-6,1
French Open,5/29/2017,Grand Slam,Outdoor,Clay,1st Round,5,Millman J.,15.39,Bautista Agut R.,15.63,Bautista Agut R.,142,18,416,2155,13.0,1.04,11,18,2-6 2-6 6-0 1-6,1
French Open,5/29/2017,Grand Slam,Outdoor,Clay,1st Round,5,Vesely J.,15.27,Sock J.,15.77,Vesely J.,57,15,840,2415,3.0,1.4,20,13,7-5 7-5 6-3,0
French Open,5/29/2017,Grand Slam,Outdoor,Clay,1st Round,5,Sugita Y.,15.44,Johnson S.,15.54,Johnson S.,78,26,674,1565,4.33,1.22,23,30,3-6 3-6 7-6 7-6 3-6,1
French Open,5/29/2017,Grand Slam,Outdoor,Clay,1st Round,5,Granollers M.,14.62,Djokovic N.,14.24,Djokovic N.,77,2,675,7445,21.0,1.01,9,18,3-6 4-6 2-6,1
French Open,5/29/2017,Grand Slam,Outdoor,Clay,1st Round,5,Napolitano S.,14.63,Zverev M.,15.55,Napolitano S.,187,31,293,1311,3.5,1.3,23,15,4-6 7-5 6-2 6-2,0
French Open,5/29/2017,Grand Slam,Outdoor,Clay,1st Round,5,Bourgue M.,15.36,Coric B.,15.6,Coric B.,156,40,358,1011,7.0,1.1,11,19,6-7 3-6 2-6,1
French Open,5/29/2017,Grand Slam,Outdoor,Clay,1st Round,5,Dzumhur D.,15.38,Kicker N.,15.23,Kicker N.,96,87,565,624,1.5,2.62,16,20,3-6 6-2 3-6 4-6,1
French Open,5/29/2017,Grand Slam,Outdoor,Clay,1st Round,5,Fognini F.,15.54,Tiafoe F.,15.54,Fognini F.,29,68,1350,769,1.3,3.5,22,19,6-4 6-3 3-6 1-6 6-0,0
French Open,5/30/2017,Grand Slam,Outdoor,Clay,1st Round,5,Lokoli L.,15.07,Klizan M.,14.76,Klizan M.,285,50,183,925,4.33,1.22,25,23,6-7 3-6 6-4 6-0 4-6,1
French Open,5/30/2017,Grand Slam,Outdoor,Clay,1st Round,5,Chung H.,14.61,Querrey S.,15.67,Chung H.,67,28,781,1495,2.1,1.72,21,16,6-4 3-6 6-3 6-3,0
French Open,5/30/2017,Grand Slam,Outdoor,Clay,1st Round,5,Jarry N.,15.06,Khachanov K.,15.5,Khachanov K.,207,53,262,896,3.75,1.28,17,22,4-6 6-3 6-7 1-6,1
French Open,5/30/2017,Grand Slam,Outdoor,Clay,1st Round,5,Chardy J.,15.58,Albot R.,15.11,Chardy J.,74,88,705,613,1.14,5.5,19,12,6-2 6-4 7-6,0
French Open,5/30/2017,Grand Slam,Outdoor,Clay,1st Round,5,Monteiro T.,2.38,Muller A.,14.67,Monteiro T.,95,330,570,145,1.08,8.0,26,24,7-6 2-6 4-6 7-6 6-0,0
French Open,5/30/2017,Grand Slam,Outdoor,Clay,1st Round,5,Elias G.,15.03,Edmund K.,15.65,Edmund K.,108,49,512,933,3.5,1.3,10,19,3-6 2-6 5-7,1
French Open,5/31/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Johnson S.,15.54,Coric B.,15.6,Johnson S.,26,40,1565,1011,2.62,1.5,23,20,6-2 7-6 3-6 7-6,0
French Open,5/31/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Schwartzman D.,15.85,Napolitano S.,14.63,Schwartzman D.,41,187,1005,293,1.12,6.0,19,10,6-3 7-5 6-2,0
French Open,5/31/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Sousa J.,15.51,Djokovic N.,14.24,Djokovic N.,59,2,830,7445,21.0,1.01,8,18,1-6 4-6 3-6,1
French Open,5/31/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Daniel T.,14.9,Carreno Busta P.,15.66,Carreno Busta P.,102,21,544,2045,7.0,1.1,15,23,5-7 4-6 6-4 0-6,1
French Open,5/31/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Pouille L.,15.65,Bellucci T.,15.44,Pouille L.,17,61,2320,827,1.3,3.5,19,9,7-6 6-1 6-2,0
French Open,5/31/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Kukushkin M.,15.34,Bautista Agut R.,15.63,Bautista Agut R.,85,18,630,2155,6.0,1.12,18,22,3-6 6-3 3-6 6-7,1
French Open,5/31/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Vesely J.,15.27,Bedene A.,15.43,Vesely J.,57,52,840,898,2.2,1.66,22,15,6-3 6-3 4-6 6-3,0
French Open,6/1/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Chardy J.,15.58,Nishikori K.,15.95,Nishikori K.,74,9,705,3650,3.75,1.28,9,19,3-6 0-6 6-7,1
French Open,6/1/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Murray A.,16.04,Klizan M.,14.76,Murray A.,1,50,10370,925,1.07,9.0,25,17,6-7 6-2 6-2 7-6,0
French Open,6/1/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Anderson K.,14.38,Kyrgios N.,15.93,Anderson K.,56,19,845,2155,3.25,1.36,23,14,5-7 6-4 6-1 6-2,0
French Open,6/1/2017,Grand Slam,Outdoor,Clay,2nd Round,5,Olivo R.,14.94,Edmund K.,15.65,Edmund K.,91,49,593,933,3.75,1.28,9,19,5-7 3-6 1-6,1
French Open,6/2/2017,Grand Slam,Outdoor,Clay,3rd Round,5,Carreno Busta P.,15.66,Dimitrov G.,15.98,Carreno Busta P.,21,13,2045,2900,2.3,1.61,19,12,7-5 6-3 6-4,0
French Open,6/2/2017,Grand Slam,Outdoor,Clay,3rd Round,5,Vesely J.,15.27,Bautista Agut R.,15.63,Bautista Agut R.,57,18,840,2155,3.0,1.4,10,18,3-6 4-6 3-6,1
French Open,6/2/2017,Grand Slam,Outdoor,Clay,3rd Round,5,Johnson S.,15.54,Thiem D.,16.12,Thiem D.,26,7,1565,4145,7.0,1.1,10,19,1-6 6-7 3-6,1
French Open,6/2/2017,Grand Slam,Outdoor,Clay,3rd Round,5,Djokovic N.,14.24,Schwartzman D.,15.85,Djokovic N.,2,41,7445,1005,1.05,11.0,26,18,5-7 6-3 3-6 6-1 6-1,0
French Open,6/3/2017,Grand Slam,Outdoor,Clay,3rd Round,5,Edmund K.,15.65,Anderson K.,14.38,Anderson K.,49,56,933,845,2.37,1.57,25,30,7-6 6-7 7-5 1-6 4-6,1
French Open,6/4/2017,Grand Slam,Outdoor,Clay,3rd Round,5,Chung H.,14.61,Nishikori K.,15.95,Nishikori K.,67,9,781,3650,3.5,1.3,26,25,5-7 4-6 7-6 6-0 4-6,1
French Open,6/4/2017,Grand Slam,Outdoor,Clay,4th Round,5,Raonic M.,16.05,Carreno Busta P.,15.66,Carreno Busta P.,6,21,4450,2045,1.53,2.5,29,31,6-4 6-7 7-6 4-6 6-8,1
French Open,6/5/2017,Grand Slam,Outdoor,Clay,4th Round,5,Khachanov K.,15.51,Murray A.,16.04,Murray A.,53,1,896,10370,6.0,1.12,11,18,3-6 4-6 4-6,1
French Open,6/7/2017,Grand Slam,Outdoor,Clay,Quarterfinals,5,Thiem D.,16.12,Djokovic N.,14.24,Thiem D.,7,2,4145,7445,2.75,1.44,19,9,7-6 6-3 6-0,0
French Open,6/7/2017,Grand Slam,Outdoor,Clay,Quarterfinals,5,Nishikori K.,15.9,Murray A.,16.04,Murray A.,9,1,3650,10370,4.0,1.25,14,21,6-2 1-6 6-7 1-6,1
Ricoh Open,6/12/2017,ATP250,Outdoor,Grass,1st Round,3,Griekspoor T.,14.92,Pospisil V.,15.71,Pospisil V.,282,83,174,634,6.5,1.11,6,13,5-7 1-6,1
Ricoh Open,6/13/2017,ATP250,Outdoor,Grass,1st Round,3,Mannarino A.,15.4,Thompson J.,15.16,Mannarino A.,62,88,811,593,1.57,2.25,12,5,6-4 6-1,0
Ricoh Open,6/13/2017,ATP250,Outdoor,Grass,1st Round,3,Medvedev D.,15.94,Haase R.,15.06,Medvedev D.,65,43,760,983,2.1,1.66,16,15,7-6 3-6 6-3,0
Ricoh Open,6/14/2017,ATP250,Outdoor,Grass,2nd Round,3,Bedene A.,15.43,Escobedo E.,15.41,Bedene A.,59,77,853,683,1.4,2.75,12,7,6-3 6-4,0
Ricoh Open,6/14/2017,ATP250,Outdoor,Grass,2nd Round,3,Zverev A.,16.01,Mannarino A.,15.4,Zverev A.,10,62,3070,811,1.28,3.5,12,5,6-2 6-3,0
Ricoh Open,6/15/2017,ATP250,Outdoor,Grass,2nd Round,3,Medvedev D.,15.94,Kokkinakis T.,15.05,Medvedev D.,65,993,760,10,1.66,2.1,13,9,6-3 7-6,0
Ricoh Open,6/16/2017,ATP250,Outdoor,Grass,Quarterfinals,3,Bedene A.,15.43,Muller G.,14.39,Muller G.,59,28,853,1425,3.0,1.4,13,15,3-6 6-3 4-6,1
Ricoh Open,6/16/2017,ATP250,Outdoor,Grass,Quarterfinals,3,Cilic M.,15.85,Pospisil V.,15.71,Cilic M.,7,83,4115,634,1.22,4.33,13,8,6-3 7-5,0
Ricoh Open,6/17/2017,ATP250,Outdoor,Grass,Semifinals,3,Zverev A.,16.01,Muller G.,14.39,Muller G.,10,28,3070,1425,1.28,3.75,8,13,6-7 2-6,1
Mercedes Cup,6/12/2017,ATP250,Outdoor,Grass,1st Round,3,Johnson S.,15.57,Marterer M.,15.27,Johnson S.,25,123,1645,449,1.16,5.0,16,16,3-6 7-6 6-4,0
Mercedes Cup,6/12/2017,ATP250,Outdoor,Grass,1st Round,3,Hanfmann Y.,15.17,Fucsovics M.,15.37,Hanfmann Y.,187,145,285,391,2.0,1.72,13,8,6-3 7-5,0
Mercedes Cup,6/13/2017,ATP250,Outdoor,Grass,1st Round,3,Gojowczyk P.,15.42,Basilashvili N.,15.41,Gojowczyk P.,146,55,388,866,1.61,2.2,14,10,2-6 6-3 6-1,0
Mercedes Cup,6/13/2017,ATP250,Outdoor,Grass,1st Round,3,Chardy J.,15.58,Mayer F.,15.39,Chardy J.,80,51,660,910,2.1,1.66,18,18,7-6 4-6 7-6,0
Mercedes Cup,6/14/2017,ATP250,Outdoor,Grass,2nd Round,3,Hanfmann Y.,15.17,Zverev M.,15.49,Zverev M.,187,31,285,1301,3.75,1.25,8,13,6-7 2-6,1
Mercedes Cup,6/15/2017,ATP250,Outdoor,Grass,2nd Round,3,Dimitrov G.,15.98,Janowicz J.,15.5,Janowicz J.,12,155,2980,355,1.28,3.5,9,13,6-7 3-6,1
Mercedes Cup,6/15/2017,ATP250,Outdoor,Grass,2nd Round,3,Paire B.,15.51,Gojowczyk P.,15.42,Paire B.,49,146,915,388,1.66,2.1,12,6,6-2 6-4,0
Mercedes Cup,6/16/2017,ATP250,Outdoor,Grass,Quarterfinals,3,Paire B.,15.51,Janowicz J.,15.5,Paire B.,49,155,915,355,2.2,1.66,13,7,6-1 7-6,0
Mercedes Cup,6/17/2017,ATP250,Outdoor,Grass,Semifinals,3,Pouille L.,15.65,Paire B.,15.51,Pouille L.,16,49,2365,915,1.61,2.3,14,11,7-6 7-5,0
Gerry Weber Open,6/19/2017,ATP500,Outdoor,Grass,1st Round,3,Thiem D.,16.12,Marterer M.,15.2,Thiem D.,8,122,3895,449,1.16,5.0,13,8,7-5 6-3,0
Gerry Weber Open,6/20/2017,ATP500,Outdoor,Grass,1st Round,3,Zverev M.,15.49,Lacko L.,15.41,Zverev M.,29,103,1371,511,1.33,3.25,12,8,6-4 6-4,0
Gerry Weber Open,6/20/2017,ATP500,Outdoor,Grass,1st Round,3,Simon G.,7.35,Khachanov K.,15.51,Khachanov K.,35,38,1095,1005,1.66,2.1,12,18,2-6 7-6 3-6,1
Gerry Weber Open,6/20/2017,ATP500,Outdoor,Grass,1st Round,3,Paire B.,15.51,Mayer F.,15.39,Mayer F.,44,134,960,410,1.9,1.8,4,12,0-6 4-6,1
Gerry Weber Open,6/21/2017,ATP500,Outdoor,Grass,2nd Round,3,Thiem D.,16.12,Haase R.,15.06,Haase R.,8,42,3895,983,1.16,5.0,9,13,3-6 6-7,1
Gerry Weber Open,6/22/2017,ATP500,Outdoor,Grass,2nd Round,3,Pouille L.,15.65,Mayer F.,15.39,Mayer F.,15,134,2570,410,1.53,2.37,14,18,7-6 4-6 3-6,1
Gerry Weber Open,6/23/2017,ATP500,Outdoor,Grass,Quarterfinals,3,Rublev A.,15.23,Khachanov K.,15.51,Khachanov K.,106,38,503,1005,2.75,1.44,15,17,6-7 6-4 3-6,1
Gerry Weber Open,6/23/2017,ATP500,Outdoor,Grass,Quarterfinals,3,Zverev A.,16.01,Bautista Agut R.,15.63,Zverev A.,12,19,2860,2110,1.28,3.75,19,14,6-7 7-6 6-1,0
AEGON Championships,6/19/2017,ATP500,Outdoor,Grass,1st Round,3,Harrison R.,14.29,Dimitrov G.,15.99,Dimitrov G.,41,11,993,2980,4.33,1.2,4,12,3-6 1-6,1
AEGON Championships,6/19/2017,ATP500,Outdoor,Grass,1st Round,3,Edmund K.,15.66,Shapovalov D.,15.28,Shapovalov D.,47,193,898,279,1.28,3.5,16,17,6-7 6-4 4-6,1
AEGON Championships,6/20/2017,ATP500,Outdoor,Grass,1st Round,3,Kokkinakis T.,15.05,Raonic M.,16.05,Kokkinakis T.,698,6,30,4150,7.0,1.1,14,12,7-6 7-6,0
